title,url,product,capability,priority,key_evidence,accessed_on,discovered_in
Align to date,https://www.palantir.com/docs/foundry/quiver/card-align-to-date/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Array contains,https://www.palantir.com/docs/foundry/quiver/card-array-contains/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Array end,https://www.palantir.com/docs/foundry/quiver/card-array-end/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Array join,https://www.palantir.com/docs/foundry/quiver/card-array-join/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Array length,https://www.palantir.com/docs/foundry/quiver/card-array-length/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Array sort,https://www.palantir.com/docs/foundry/quiver/card-array-sort/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Array start,https://www.palantir.com/docs/foundry/quiver/card-array-start/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Backing object from time series,https://www.palantir.com/docs/foundry/quiver/card-backing-object-from-time-series/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Bar chart,https://www.palantir.com/docs/foundry/quiver/card-bar-chart/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Before,https://www.palantir.com/docs/foundry/quiver/card-before/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Between (inclusive),https://www.palantir.com/docs/foundry/quiver/card-between-inclusive/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Bollinger bands,https://www.palantir.com/docs/foundry/quiver/card-bollinger-bands/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Boolean formula,https://www.palantir.com/docs/foundry/quiver/card-boolean-formula/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Boolean parameter,https://www.palantir.com/docs/foundry/quiver/card-boolean-parameter/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Categorical formula plot,https://www.palantir.com/docs/foundry/quiver/card-categorical-formula-plot/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Categorical plot from materialization,https://www.palantir.com/docs/foundry/quiver/card-categorical-plot-materialization/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Categorical scatter plot,https://www.palantir.com/docs/foundry/quiver/card-categorical-scatter-plot/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Ceiling,https://www.palantir.com/docs/foundry/quiver/card-ceiling/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Coalesce time series,https://www.palantir.com/docs/foundry/quiver/card-coalesce-time-series/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Coalesce,https://www.palantir.com/docs/foundry/quiver/card-coalesce/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Code function object set,https://www.palantir.com/docs/foundry/quiver/card-code-function-object-set/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Code function time series,https://www.palantir.com/docs/foundry/quiver/card-code-function-timeseries/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Code function value,https://www.palantir.com/docs/foundry/quiver/card-code-function-value/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Combine time series,https://www.palantir.com/docs/foundry/quiver/card-combine-time-series/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Concatenate,https://www.palantir.com/docs/foundry/quiver/card-concatenate/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Contains,https://www.palantir.com/docs/foundry/quiver/card-contains/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Correlation matrix,https://www.palantir.com/docs/foundry/quiver/card-correlation-matrix/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Create array,https://www.palantir.com/docs/foundry/quiver/card-create-array/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Create range,https://www.palantir.com/docs/foundry/quiver/card-create-range/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Create values,https://www.palantir.com/docs/foundry/quiver/card-create-values/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Cross filter,https://www.palantir.com/docs/foundry/quiver/card-cross-filter/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Cross join transform tables,https://www.palantir.com/docs/foundry/quiver/card-cross-join-transform-tables/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Cumulative aggregate,https://www.palantir.com/docs/foundry/quiver/card-cumulative-aggregate/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
